recipe_id,item_id,qty
90778ab5-2a41-4810-b9de-2c8117b8e2da,51483eef-9679-4f13-ae67-88b7bcece2ed,1
72d01da4-106e-41e0-a5d6-a6cf4ccfebad,0c0cdb01-7de5-4073-b84c-8978290464bd,1
bc388d2c-1cef-4a31-8d64-d7d579d44047,9493acaa-7599-4322-8eea-8aacbd8708a3,1
5da9fbec-ef11-4c80-be9d-025250c69667,a83c0816-f2db-432b-b538-8fbee3baea43,1
a6235833-3eb5-4cfb-881b-6096c460c6e3,a83c0816-f2db-432b-b538-8fbee3baea43,1
edf2f4f3-3f73-4cd0-9a66-2f73113c6e09,231b5122-2da1-4b69-9104-901c1bd067a8,1
eea30969-2158-4a7f-b95d-f07d0b6658fe,231b5122-2da1-4b69-9104-901c1bd067a8,1
7379fd31-f61f-487c-886e-12ea2382570e,45f80987-261b-477d-8b0b-902d4d37674c,1
818d497f-edd6-4979-9f54-2b37f5f5ef25,95d1aa6a-6a34-424a-ad4a-90bd10b9428e,1
dcf3f340-8a07-4d1c-a414-ba05cdf49194,36414df4-a4bf-4b8c-9743-9232a1cc91e7,1
da7e1bcb-a287-4d3b-9b81-a533d53a156b,4ff803f6-9526-4b40-bb69-943b7de4dccf,2
ac9c439a-3760-4095-bd5a-c51a0656321a,0ad4ebb9-3f1b-473e-95b1-9a82639dad18,1
71d6c7de-941a-479f-b825-b11536f0c4c1,9ac22396-b0fe-47ab-b8d3-9a85d9c940db,1
bfca28ea-88b2-46cb-9296-7961179cdfaf,bc02cb10-0d89-4132-81c2-9afa60911530,3
34ca2cb2-18f7-46ac-85b3-572c52dbf660,8d711e6b-ce59-42a7-9e59-9bee144cbe5f,1
85ab74bb-1d86-4d3c-983b-aa4742d73e8a,b9e847b6-9315-41b0-8495-9cec31e5923b,1
79a8ab8c-508b-4f06-a854-604fce3c81fe,74565519-368f-4ceb-86a2-9dc508f35941,1
5abe1d54-3e56-41f5-95ca-9061c555e6c4,c30349c5-ed03-4b87-8bb5-9dd4dc9e8eb1,1
fcb57566-4378-4514-9ead-b46e081bdec2,c30349c5-ed03-4b87-8bb5-9dd4dc9e8eb1,1
c82d5189-7218-4d35-8744-9a87b4a7ac1c,a9ab99eb-7162-4f59-9e31-a012c343d121,1
87985def-c4ef-498c-8592-716477ede3d5,d98aadf9-8500-4f05-b347-a0a7b7860b92,1
f2cac737-3fea-42f1-b68a-2bd52084401e,5fc9eef9-0e98-4971-bea5-a3c93e1d9edc,2
06c5054d-8a9a-4053-9ed2-427a5f70460f,61883981-e6db-4222-9848-a47e4d8a9a42,1
bb5b0d98-d54a-4106-b0fb-59807a2ced15,61883981-e6db-4222-9848-a47e4d8a9a42,1
0e18a6f3-93f6-45f0-b734-c71932d35c6b,314b6f92-180c-499f-8970-a4e19a60fefd,2
5c04fcec-23ff-4c12-8fb5-283500edcaea,8b9b4e03-e154-43ac-9594-a6510fc5249c,1
edadfe76-3a11-48ad-b336-39b06e2a8e23,97abe518-6c47-420e-8d41-a7bb391b4d6a,1
f69f3341-29a3-4fe2-a57d-f880f418c2e8,bcd182d6-9b29-468e-863c-a86260afe024,1
99efe8a1-8a6c-46b3-afc0-964ab78ad4b5,eae8b14e-a20f-4cab-bdc6-ab372d6918f8,1
a2709516-7a0d-4c2e-adba-ee9a53d6c9a1,839cef56-31bd-4ab3-b02f-afde06027fed,1
37944303-a82c-4a74-91c8-62788479da7a,952919b0-3995-45e6-9f9c-b03a7de2e3b1,1
06cb782a-e92c-4115-a9df-a74c82fcb855,c6387e20-a924-4c96-88bb-b1d8996019a9,1
9855301d-113f-4a82-bf8a-835af85e3b66,d30cdfa8-80aa-4e61-be5a-bb6011d8caaa,1
254cf84f-ff1d-42e3-91c1-97b5f2bd5d8b,7d035a72-faac-4c66-b6ab-bc08818c8ebf,1
00a8fac7-02ba-4008-b6fd-ebeefe0b51b3,44ff0f52-745a-4a1c-9824-be31e9f65a6f,1
66ba3f9f-85df-4649-806b-16bab6ca08bb,a16b3403-5e3b-4e69-8c37-bfdfd55d60a1,1
6f36aac5-344a-4a27-af11-17b7619af06b,d6add6e2-1664-4486-98cf-c37b5299cf17,1
d528ca9c-48f6-4732-866e-b7a89928e05e,e54088f5-bb1f-4f7e-8c9e-c40d9adf0dca,1
3ee64522-a363-42d0-beca-ac627a5d2a26,e9e8760d-c84b-45b7-abeb-c98ea5970da8,1
e2b8f050-2683-43f8-9b14-c4438da63541,f6916695-f9de-4c1c-88dd-ca0f636ab0bf,2
0eb933ef-65e7-41c7-be22-554f416d4aad,5b407dea-ff23-47a4-8acf-cae5f2c44b55,1
264e68d6-7ff4-4616-b87b-39c6237926c1,53b5f403-7d85-42e0-8eba-cbe2b43192cf,2
ecf622f4-aadc-4cb1-bc33-95f1c728145b,62cc02dd-abd9-4df7-9031-ce1c7860e163,4
6b0719b5-de87-4b70-a8a5-f8bfbde44c45,7035e1b7-7afa-4e3f-9b1d-ce78cd9b3c14,1
656ce76e-0c06-43c6-80e4-a727b506fdc4,22035b43-b277-4241-b0a0-cf9253acaa6f,1
a5885d83-406f-4ae6-af47-f4ba93a2f471,9d185da9-ddc3-45a2-b31d-d11d97cc121d,1
e308f146-eac2-49b8-aa18-a194499bd0c6,7160ba95-8906-489a-91f3-d1f51d6de659,1
804be0bb-c009-489e-81c0-588a624ddefd,51329013-3c42-4deb-b702-d35665cc7d94,1
63d1a896-0fb0-4a72-8c5b-6836616b84dd,fb59bf6c-d918-4346-8ab2-d619b79e9875,1
25b23338-71b4-435a-95f4-4e0bc643e6a7,791997a6-a255-48c2-98d0-d627728d1ffd,1
bc4291a6-c601-4f85-8e64-64cf1d708afb,791997a6-a255-48c2-98d0-d627728d1ffd,8
3f43d568-a55a-495c-a453-75aeb37f1361,1c86c151-6784-4197-94c5-d8daa3c09286,1
24f201c8-6f40-41a3-becd-30f3b856490d,92ec8d0d-0854-4e68-8717-d8eb4601e382,1
8f15d791-3025-4075-aa31-b1b2c13c4f4b,d9920fd0-e94b-4257-a100-d97b7f058d67,1
80310dfc-a1e1-410d-840a-15bb604b0b13,9d96096e-ffc8-4dbb-8af1-d9e74b492f6b,1
f2732a58-6451-4652-ada3-05b1a8bf4212,17eda6c7-408e-4172-b075-da49788c9701,2
b159741d-d97c-47f7-bd9d-0671381a2fc7,17eda6c7-408e-4172-b075-da49788c9701,3
a766e073-31e4-4689-80f6-4621a32c7acf,e02bb881-f09a-44cc-bb85-dd0d1fa8334d,1
f20d27ba-d0a5-4e83-9f18-27216ae1618e,84615652-b3f3-4ca4-8bc8-deb40dc99378,2
4891eb44-cd3e-4ab9-8bdc-1a31d2c34f3c,5b0dda3f-ae91-41b2-a6b0-def6a6f68ea8,1
51206786-a73f-4510-a539-c31b1fcb80ea,b96c5c4d-241c-41b0-b5e7-e2ba5f16bb8d,2
49cfc46f-4869-4a74-874e-42c13b45be9a,8d3d98f4-55bd-4d11-9c7c-e3d16b1ec69e,1
23223d25-5a41-4326-8384-d7e003c8736e,3f3c2f5d-820a-4d31-9585-e4ffb9212c2b,1
365cad9f-3525-47a0-bb32-f8c75a7c497e,c9ed5c3d-3664-4af1-b8dc-e65c304c9c37,1
49eb2281-8c76-481a-98fa-71b69a145e5c,194ff4a4-bc86-4a35-978c-e71684f8369d,1
eaa193ee-0c41-4ee6-b25a-a327356c5ac0,0f57fef6-0d74-40e2-b21d-eaa1e02340a7,1
0862c794-9257-4d46-8b67-bacd502ca346,b199dd3f-22f4-455c-8927-eaa76c0526ed,3
7700a7a8-16d5-44fd-b36d-83192a78ba79,1f2e2026-880a-407c-9239-ebffe5656b64,1
96445a57-6759-480c-8889-ec65e7111fec,071cb884-19be-40bd-8e19-efc17ba33da1,1
675db8ac-6be1-47ac-bcf2-4c8a395cac7b,7841008f-ec48-47db-b94b-f45e9d43bd10,1
0fe44dec-74ec-40fa-bde3-1090fdef39b4,dfc7f3a1-7b77-461b-b3d9-f60e3b01cbd9,1
d9c8d1e2-80b2-4c69-86f1-4339154050b4,7d009f53-2839-4161-a47d-fa80465ba7bb,2
f27bb414-17a5-42a9-8244-7a83b0dcc987,7d009f53-2839-4161-a47d-fa80465ba7bb,2
8278e278-0b8a-43f7-b0e3-b85c12ee7fcb,2b5aee1b-932c-4a7f-a5b2-ffb8075af12c,3
